Country Code,Campaign,Impressions,Clicks,Installs,Spend,Customers,Revenue
KW,ProductReview,28,6,3,19.1,0.0,0.0
KW,Review-variations,40,0,0,0.0,0.0,0.0
KW,Trust,11,0,0,0.0,0.0,0.0
KY,Review-variations,0,0,0,0.0,0.0,0.0
KZ,BrandProtection,1,0,0,0.0,0.0,0.0
KZ,Competitors,3,0,0,0.0,0.0,0.0
KZ,Features,1,0,0,0.0,0.0,0.0
KZ,ProductReview,5,3,2,6.0,0.0,0.0
KZ,Review-variations,1,0,0,0.0,0.0,0.0
KZ,Trust,3,0,0,0.0,0.0,0.0
LA,Features,0,0,0,0.0,0.0,0.0
LA,Review-variations,1,0,0,0.0,0.0,0.0
LB,BrandProtection,21,1,0,0.2,0.0,0.0
LB,Competitors,28,2,2,6.5,0.0,0.0
LB,Features,27,2,2,10.0,1.0,30.0
LB,ProductReview,75,26,22,64.0,0.0,0.0
LB,Review-variations,61,0,0,0.0,0.0,0.0
LB,Trust,8,1,0,7.0,0.0,0.0
LC,BrandProtection,1,0,0,0.0,0.0,0.0
LC,ProductReview,0,0,0,0.0,0.0,0.0
LC,Review-variations,1,0,0,0.0,0.0,0.0
